id,title,genres,averageRating,numVotes,releaseYear
tt5159414,"Escape Room","[""Horror"", ""Thriller""]",4.2,14226,2017
tt13978306,Brazen,"[""Crime"", ""Drama"", ""Mystery""]",4.2,13992,2022
tt0120786,"The Patriot","[""Action"", ""Thriller""]",4.2,13474,1998
tt0354623,"Hellraiser: Hellworld","[""Horror""]",4.2,13312,2005
tt7209472,"Aiyai: Wrathful Soul","[""Mystery"", ""Thriller""]",4.2,12895,2020
tt0410650,"Species III","[""Horror"", ""Sci-Fi""]",4.2,11204,2004
tt2933474,Superfast!,"[""Action"", ""Comedy"", ""Crime""]",4.2,11081,2015
tt2178508,"Son of Sardaar","[""Action"", ""Comedy"", ""Romance""]",4.2,10822,2012
tt0089200,Ghoulies,"[""Comedy"", ""Fantasy"", ""Horror""]",4.2,10627,1984
tt13452100,"Fabulous Lives of Bollywood Wives","[""Documentary"", ""Reality-TV"", ""Romance""]",4.2,10341,2020
tt11576124,Rogue,"[""Action"", ""Horror"", ""Thriller""]",4.2,10016,2020
tt1502712,"Fantastic Four","[""Action"", ""Adventure"", ""Sci-Fi""]",4.3,179737,2015
tt1071875,"Ghost Rider: Spirit of Vengeance","[""Action"", ""Fantasy"", ""Thriller""]",4.3,128132,2011
tt1043726,"The Legend of Hercules","[""Action"", ""Adventure"", ""Fantasy""]",4.3,56603,2014
tt15979666,"The Archies","[""Comedy"", ""Drama"", ""Musical""]",4.3,52945,2023
tt1620680,"A Wrinkle in Time","[""Adventure"", ""Drama"", ""Family""]",4.3,48282,2018
tt3089630,"Artemis Fowl","[""Adventure"", ""Family"", ""Fantasy""]",4.3,30717,2020
tt4030600,"The Bye Bye Man","[""Drama"", ""Fantasy"", ""Horror""]",4.3,26513,2017
tt2515086,"One Direction: This Is Us","[""Documentary"", ""Music""]",4.3,25015,2013
tt0844760,"Starship Troopers 3: Marauder","[""Action"", ""Adventure"", ""Sci-Fi""]",4.3,24816,2008
tt0422774,"Are We Done Yet?","[""Comedy"", ""Family""]",4.3,22857,2007
tt0319931,"American Idol","[""Documentary"", ""Game-Show"", ""Music""]",4.3,22339,2002
tt1577061,"Recep Ivedik 3","[""Comedy""]",4.3,21658,2010
tt0131704,"The Adventures of Rocky & Bullwinkle","[""Adventure"", ""Comedy"", ""Family""]",4.3,21366,2000
tt9649436,Enaaya,"[""Musical"", ""Romance""]",4.3,20092,2019
tt1392197,Marmaduke,"[""Comedy"", ""Family""]",4.3,17823,2010
tt0131646,"Wing Commander","[""Action"", ""Adventure"", ""Sci-Fi""]",4.3,17572,1999
tt6494418,Siberia,"[""Crime"", ""Drama"", ""Romance""]",4.3,17433,2018
tt13634480,"The Ice Age Adventures of Buck Wild","[""Adventure"", ""Animation"", ""Comedy""]",4.3,17254,2022
tt4019560,Exposed,"[""Crime"", ""Drama"", ""Mystery""]",4.3,17131,2016
tt0997047,"College Road Trip","[""Adventure"", ""Comedy"", ""Drama""]",4.3,16836,2008
tt0961722,"Cabin Fever 2: Spring Fever","[""Horror""]",4.3,15417,2009
tt1519461,"Area 51","[""Horror"", ""Mystery"", ""Sci-Fi""]",4.3,15358,2015
tt0167456,Thunderbirds,"[""Action"", ""Adventure"", ""Comedy""]",4.3,14620,2004
tt1320304,"30 Days of Night: Dark Days","[""Horror"", ""Thriller""]",4.3,14481,2010
tt4824308,"God's Not Dead 2","[""Drama""]",4.3,13725,2016
tt0790804,"The Comebacks","[""Comedy"", ""Sport""]",4.3,12129,2007
tt6003368,"Diary of a Wimpy Kid: The Long Haul","[""Adventure"", ""Comedy"", ""Family""]",4.3,11318,2017
tt1935302,"Monsters: Dark Continent","[""Action"", ""Drama"", ""Sci-Fi""]",4.3,11302,2014
tt10098288,Roohi,"[""Comedy"", ""Horror""]",4.3,11154,2021
tt13322120,"American Sicario","[""Action"", ""Crime"", ""Drama""]",4.3,10910,2021
tt0190524,"Left Behind: The Movie","[""Action"", ""Drama"", ""Fantasy""]",4.3,10709,2000
tt3803860,Puli,"[""Action"", ""Adventure"", ""Fantasy""]",4.3,10563,2015
tt4575328,"2036 Origin Unknown","[""Action"", ""Sci-Fi"", ""Thriller""]",4.3,10163,2018
tt1333125,"Movie 43","[""Comedy""]",4.4,114206,2013
tt14954666,"The Idol","[""Drama"", ""Music""]",4.4,112517,2023
tt1467304,"The Human Centipede (First Sequence)","[""Horror""]",4.4,89652,2009
tt0370032,Ultraviolet,"[""Action"", ""Sci-Fi""]",4.4,84544,2006
tt0338459,"Spy Kids 3: Game Over","[""Action"", ""Adventure"", ""Comedy""]",4.4,67491,2003
tt1592873,LOL,"[""Comedy"", ""Drama"", ""Romance""]",4.4,58557,2012
tt10155932,Cinderella,"[""Comedy"", ""Family"", ""Fantasy""]",4.4,47739,2021
tt0105477,"Stop! Or My Mom Will Shoot","[""Action"", ""Comedy""]",4.4,45321,1992
tt0430912,"Basic Instinct 2","[""Drama"", ""Mystery"", ""Thriller""]",4.4,42049,2006
tt3450650,"Paul Blart: Mall Cop 2","[""Action"", ""Comedy"", ""Crime""]",4.4,41908,2015
tt1615918,"Alvin and the Chipmunks: Chipwrecked","[""Adventure"", ""Comedy"", ""Family""]",4.4,40637,2011
tt0098105,"Police Academy 6: City Under Siege","[""Comedy"", ""Crime""]",4.4,33636,1989
tt0107438,"Look Who's Talking Now","[""Comedy"", ""Family"", ""Romance""]",4.4,31302,1993
tt0775440,Cell,"[""Action"", ""Adventure"", ""Horror""]",4.4,31136,2016
tt0115683,Bio-Dome,"[""Comedy""]",4.4,30231,1996
tt3612126,"The Grudge","[""Fantasy"", ""Horror""]",4.4,30124,2019
tt1464174,"Big Mommas: Like Father, Like Son","[""Action"", ""Comedy"", ""Crime""]",4.4,29921,2011
tt4590256,"He's All That","[""Comedy"", ""Romance""]",4.4,29556,2021
tt5635026,"Peter Pan & Wendy","[""Adventure"", ""Family"", ""Fantasy""]",4.4,28580,2023
tt2167202,Getaway,"[""Action"", ""Thriller""]",4.4,25436,2013
tt0088206,Supergirl,"[""Action"", ""Adventure"", ""Fantasy""]",4.4,24417,1984
tt3595298,"Prem Ratan Dhan Payo","[""Action"", ""Drama"", ""Musical""]",4.4,23908,2015
tt11112808,Cirkus,"[""Comedy"", ""Drama""]",4.4,23892,2022
tt6950476,Tejas,"[""Action"", ""Drama"", ""Thriller""]",4.4,23245,2023
tt0383060,Zoom,"[""Action"", ""Adventure"", ""Comedy""]",4.4,23104,2006
tt1748197,Setup,"[""Action"", ""Crime"", ""Drama""]",4.4,21891,2011
tt6745550,"Exit 0","[""Mystery"", ""Thriller""]",4.4,20677,2019
tt0393735,"The Shaggy Dog","[""Comedy"", ""Family"", ""Fantasy""]",4.4,20381,2006
tt0192731,"Urban Legends: Final Cut","[""Horror"", ""Mystery""]",4.4,19239,2000
tt0249380,Baise-moi,"[""Crime"", ""Drama"", ""Thriller""]",4.4,18745,2000
tt6772804,"Escape Plan: The Extractors","[""Action"", ""Crime"", ""Thriller""]",4.4,17564,2019
tt7456312,"The Last Thing He Wanted","[""Crime"", ""Drama"", ""Mystery""]",4.4,16924,2020
tt1287468,"Cats & Dogs: The Revenge of Kitty Galore","[""Action"", ""Comedy"", ""Family""]",4.4,16475,2010
tt0196267,"Cruel Intentions 2","[""Drama""]",4.4,16329,2000
tt11947158,"Ek Villain Returns","[""Action"", ""Crime"", ""Romance""]",4.4,15852,2022
tt6528290,"Knights of the Zodiac","[""Action"", ""Adventure"", ""Drama""]",4.4,14492,2023
tt0113010,"Fair Game","[""Action"", ""Romance"", ""Thriller""]",4.4,14053,1995
tt8195518,Cuck,"[""Crime"", ""Drama"", ""Thriller""]",4.4,13637,2019
tt0396592,"Fat Albert","[""Comedy"", ""Family"", ""Fantasy""]",4.4,13146,2004
tt2314824,"Behaving Badly","[""Comedy"", ""Romance""]",4.4,12488,2014
tt0337636,"Hellraiser: Deader","[""Horror"", ""Mystery"", ""Thriller""]",4.4,12159,2005
tt3774790,"400 Days","[""Mystery"", ""Sci-Fi"", ""Thriller""]",4.4,11333,2015
tt3584496,"Mermaid Down","[""Fantasy"", ""Horror"", ""Mystery""]",4.4,11199,2019
tt0334965,"Bring It on: Again","[""Comedy"", ""Sport""]",4.4,10996,2004
tt0469916,"Hollow Man II","[""Action"", ""Horror"", ""Sci-Fi""]",4.4,10403,2006
tt0113762,"The Mangler","[""Horror"", ""Mystery""]",4.4,10147,1995
tt1564585,Skyline,"[""Action"", ""Sci-Fi"", ""Thriller""]",4.5,92733,2010
tt1241317,"Death Note","[""Crime"", ""Drama"", ""Fantasy""]",4.5,91627,2017
tt1261945,"Sex and the City 2","[""Comedy"", ""Drama"", ""Romance""]",4.5,85130,2010
tt3554046,"Space Jam: A New Legacy","[""Adventure"", ""Animation"", ""Comedy""]",4.5,82061,2021
tt4477536,"Fifty Shades Freed","[""Drama"", ""Mystery"", ""Romance""]",4.5,76369,2018
tt0329774,"xXx: State of the Union","[""Action"", ""Adventure"", ""Crime""]",4.5,74274,2005
tt0211443,"Jason X","[""Action"", ""Horror"", ""Sci-Fi""]",4.5,62758,2001
tt0430304,"Little Man","[""Comedy"", ""Crime""]",4.5,61111,2006
tt1204977,Ouija,"[""Horror"", ""Mystery"", ""Thriller""]",4.5,58758,2014
tt0144528,"Nutty Professor II: The Klumps","[""Comedy"", ""Romance"", ""Sci-Fi""]",4.5,53935,2000
tt0097388,"Friday the 13th Part VIII: Jason Takes Manhattan","[""Adventure"", ""Horror"", ""Thriller""]",4.5,44336,1989
tt0498381,Rings,"[""Drama"", ""Horror"", ""Mystery""]",4.5,43783,2017
tt0457297,"The Butterfly Effect 2","[""Drama"", ""Sci-Fi"", ""Thriller""]",4.5,37646,2006
tt0257568,"Kangaroo Jack","[""Action"", ""Adventure"", ""Comedy""]",4.5,34227,2003
tt0120841,"Species II","[""Action"", ""Horror"", ""Sci-Fi""]",4.5,32138,1998
tt13130948,Shehzada,"[""Action"", ""Comedy"", ""Drama""]",4.5,31570,2023
tt4978420,Borderlands,"[""Action"", ""Adventure"", ""Comedy""]",4.5,28832,2024
tt1865567,"Wrong Turn 4: Bloody Beginnings","[""Adventure"", ""Horror""]",4.5,28728,2011
tt0367085,"Soul Plane","[""Comedy""]",4.5,24910,2004
tt9419834,"Secret Obsession","[""Crime"", ""Drama"", ""Mystery""]",4.5,24757,2019
tt0486640,Postal,"[""Action"", ""Comedy"", ""Crime""]",4.5,24468,2007
tt4439620,"Redemption Day","[""Action"", ""Drama"", ""Thriller""]",4.5,24320,2021
tt1373215,"Recep Ivedik 2","[""Comedy""]",4.5,23230,2009
tt0110027,"Highlander: The Final Dimension","[""Action"", ""Fantasy"", ""Romance""]",4.5,22391,1994
tt0489018,"Day of the Dead","[""Action"", ""Horror"", ""Sci-Fi""]",4.5,21999,2008
tt6915770,Starfish,"[""Drama"", ""Romance"", ""Thriller""]",4.5,19386,2023
tt10148174,"The Walking Dead: World Beyond","[""Drama"", ""Horror""]",4.5,18586,2020
tt6774786,Occupation,"[""Action"", ""Drama"", ""Sci-Fi""]",4.5,17515,2018
tt1878841,"The Darkness","[""Horror"", ""Thriller""]",4.5,17264,2016
tt0358349,"Agent Cody Banks 2: Destination London","[""Action"", ""Adventure"", ""Comedy""]",4.5,16140,2004
tt0110687,North,"[""Adventure"", ""Comedy"", ""Drama""]",4.5,14944,1994
tt1212974,"Bitch Slap","[""Action"", ""Comedy"", ""Crime""]",4.5,14229,2009
tt4876134,"The Misfits","[""Action"", ""Adventure"", ""Comedy""]",4.5,14066,2021
tt0461703,Skinwalkers,"[""Action"", ""Fantasy"", ""Horror""]",4.5,13879,2006
tt0101627,"Critters 3","[""Comedy"", ""Horror"", ""Sci-Fi""]",4.5,13534,1991
tt0100934,"Wild Orchid","[""Drama"", ""Romance""]",4.5,13113,1989
tt0482603,"Space Chimps","[""Adventure"", ""Animation"", ""Comedy""]",4.5,12727,2008
tt6143568,"The Humanity Bureau","[""Sci-Fi"", ""Thriller""]",4.5,12250,2017
tt14813212,"The Munsters","[""Comedy"", ""Family"", ""Fantasy""]",4.5,11978,2022
tt0787505,"Rest Stop","[""Horror"", ""Romance"", ""Thriller""]",4.5,11947,2006
tt1274586,"Dying of the Light","[""Action"", ""Drama"", ""Thriller""]",4.5,11700,2014
tt1913166,Nurse,"[""Horror"", ""Thriller""]",4.5,11627,2013
tt0308353,"Happily N'Ever After","[""Adventure"", ""Animation"", ""Comedy""]",4.5,11237,2006
tt1031254,"Lost Boys: The Tribe","[""Comedy"", ""Horror"", ""Thriller""]",4.5,10839,2008
tt0827782,"Return to House on Haunted Hill","[""Crime"", ""Fantasy"", ""Horror""]",4.5,10690,2007
tt0758730,"Aliens vs. Predator: Requiem","[""Action"", ""Horror"", ""Sci-Fi""]",4.6,137484,2007
tt0119303,"Home Alone 3","[""Action"", ""Comedy"", ""Crime""]",4.6,128791,1997
tt4465564,"Fifty Shades Darker","[""Drama"", ""Mystery"", ""Romance""]",4.6,114096,2017
tt2109184,"Paranormal Activity 4","[""Horror"", ""Mystery""]",4.6,71127,2012
tt11117570,Tandav,"[""Drama"", ""Thriller""]",4.6,61144,2021
tt1231580,"Alvin and the Chipmunks: The Squeakquel","[""Adventure"", ""Comedy"", ""Family""]",4.6,55845,2009
tt0155975,Psycho,"[""Horror"", ""Mystery"", ""Thriller""]",4.6,51188,1998
tt0117765,Striptease,"[""Comedy"", ""Crime"", ""Drama""]",4.6,48814,1996
tt10121392,"Thunder Force","[""Action"", ""Adventure"", ""Comedy""]",4.6,46229,2021
tt2528814,"God's Not Dead","[""Drama"", ""Romance""]",4.6,45570,2014
tt0316732,Taxi,"[""Action"", ""Comedy"", ""Crime""]",4.6,45483,2004
tt0132245,Driven,"[""Action"", ""Drama"", ""Sport""]",4.6,43539,2001
tt0084021,"Grease 2","[""Comedy"", ""Music"", ""Musical""]",4.6,39151,1982
tt0095882,"Police Academy 5: Assignment: Miami Beach","[""Comedy"", ""Crime""]",4.6,38967,1988
tt1255916,"Hostel: Part III","[""Horror""]",4.6,36369,2011
tt0116654,"The Island of Dr. Moreau","[""Horror"", ""Sci-Fi"", ""Thriller""]",4.6,36022,1996
tt0110657,"The Next Karate Kid","[""Action"", ""Drama"", ""Family""]",4.6,34615,1994
tt2473510,"Paranormal Activity: The Ghost Dimension","[""Horror"", ""Mystery""]",4.6,31256,2015
tt1261978,"Wrong Turn 3: Left for Dead","[""Adventure"", ""Fantasy"", ""Horror""]",4.6,29677,2009
tt2799166,"The Pyramid","[""Horror"", ""Mystery"", ""Thriller""]",4.6,27669,2014
tt0110725,"On Deadly Ground","[""Action"", ""Adventure"", ""Thriller""]",4.6,25823,1994
tt0374563,Captivity,"[""Crime"", ""Horror"", ""Mystery""]",4.6,23837,2007
tt1302067,"Yogi Bear","[""Adventure"", ""Animation"", ""Comedy""]",4.6,23719,2010
tt1798632,Firestarter,"[""Drama"", ""Horror"", ""Sci-Fi""]",4.6,23632,2022
tt0115986,"The Crow: City of Angels","[""Action"", ""Crime"", ""Fantasy""]",4.6,22457,1996
tt0338763,"Battle Royale II","[""Action"", ""Adventure"", ""Drama""]",4.6,21645,2003
tt0144964,"Highlander: Endgame","[""Action"", ""Adventure"", ""Fantasy""]",4.6,21501,2000
tt1472584,"Max Steel","[""Action"", ""Adventure"", ""Fantasy""]",4.6,20829,2016
tt1901024,"Dark Crimes","[""Crime"", ""Drama"", ""Mystery""]",4.6,20351,2016
tt1053859,"The Grudge 3","[""Horror"", ""Mystery"", ""Thriller""]",4.6,19934,2009
tt1085492,"The Prince","[""Action"", ""Thriller""]",4.6,19317,2014
tt22050754,"The Strangers: Chapter 1","[""Horror""]",4.6,18310,2024
tt1886493,"Catch .44","[""Action"", ""Thriller""]",4.6,18005,2011
tt0492486,Shrooms,"[""Comedy"", ""Horror"", ""Mystery""]",4.6,17884,2007
tt5834874,"Trigger Warning","[""Action"", ""Crime"", ""Thriller""]",4.6,17280,2024
tt4685762,"The Craft: Legacy","[""Drama"", ""Fantasy"", ""Horror""]",4.6,17174,2020
tt0297162,"Half Past Dead","[""Action"", ""Crime"", ""Thriller""]",4.6,16984,2002
tt1087461,"Megan Is Missing","[""Drama"", ""Horror"", ""Thriller""]",4.6,16792,2011
tt0106453,"Body of Evidence","[""Drama"", ""Thriller""]",4.6,16676,1993
tt5059406,"I Am the Pretty Thing That Lives in the House","[""Drama"", ""Horror"", ""Mystery""]",4.6,16641,2016
tt0080391,"Attack of the Killer Tomatoes!","[""Adventure"", ""Comedy"", ""Horror""]",4.6,15233,1978
tt1552224,Outcast,"[""Action"", ""Adventure"", ""Thriller""]",4.6,14459,2014
tt10308928,"Force of Nature","[""Action"", ""Adventure"", ""Crime""]",4.6,13716,2020
tt1142800,"Madea Goes to Jail","[""Comedy"", ""Crime"", ""Drama""]",4.6,13107,2009
tt0844671,College,"[""Comedy""]",4.6,12732,2008
tt15387058,Choice,"[""Action"", ""Adventure"", ""Drama""]",4.6,12589,2024
tt3322892,XX,"[""Horror""]",4.6,12522,2017
tt14145436,"Pet Sematary: Bloodlines","[""Fantasy"", ""Horror""]",4.6,12365,2023
tt0462229,"Code Name: The Cleaner","[""Action"", ""Comedy"", ""Crime""]",4.6,12264,2007
tt0110329,"Leprechaun 2","[""Comedy"", ""Fantasy"", ""Horror""]",4.6,12152,1994
tt0092115,Troll,"[""Comedy"", ""Fantasy"", ""Horror""]",4.6,11971,1986
tt0486578,"First Sunday","[""Comedy"", ""Crime"", ""Drama""]",4.6,11853,2008
tt0103003,"Suburban Commando","[""Action"", ""Comedy"", ""Sci-Fi""]",4.6,11353,1991
tt7238392,"Taxi 5","[""Action"", ""Comedy"", ""Crime""]",4.6,11076,2018
tt0428251,Venom,"[""Horror""]",4.6,10974,2005
tt14263856,"Last the Night","[""Horror"", ""Thriller""]",4.6,10932,2022
tt0092534,"Allan Quatermain and the Lost City of Gold","[""Action"", ""Adventure"", ""Comedy""]",4.6,10661,1986
tt7638344,Dhadak,"[""Drama"", ""Romance""]",4.6,10656,2018
tt0130236,"Samurai Cop","[""Action"", ""Crime"", ""Thriller""]",4.6,10452,1991
tt11656220,"Midnight in the Switchgrass","[""Crime"", ""Mystery"", ""Thriller""]",4.6,10416,2021
tt3458254,"Patient Zero","[""Action"", ""Drama"", ""Horror""]",4.6,10410,2018
tt0109015,"3 Ninjas Kick Back","[""Action"", ""Comedy"", ""Family""]",4.6,10077,1994
tt0357277,Elektra,"[""Action"", ""Adventure"", ""Crime""]",4.7,100058,2005
tt0426592,"Superhero Movie","[""Action"", ""Comedy"", ""Sci-Fi""]",4.7,77318,2008
tt1608290,"Zoolander 2","[""Action"", ""Adventure"", ""Comedy""]",4.7,77206,2016
tt0110216,Junior,"[""Comedy"", ""Romance"", ""Sci-Fi""]",4.7,74007,1994
tt11755740,"Texas Chainsaw Massacre","[""Crime"", ""Horror"", ""Thriller""]",4.7,63833,2022
tt0831887,"The Spirit","[""Action"", ""Crime"", ""Fantasy""]",4.7,63185,2008
tt1075747,"Jonah Hex","[""Action"", ""Drama"", ""Fantasy""]",4.7,62481,2010
tt8426926,Shamshera,"[""Action"", ""Adventure"", ""Drama""]",4.7,57351,2022
tt0367652,"Deuce Bigalow: European Gigolo","[""Comedy""]",4.7,53932,2005
tt1139668,"The Unborn","[""Horror"", ""Mystery"", ""Thriller""]",4.7,53718,2009
tt0240515,"Freddy Got Fingered","[""Comedy""]",4.7,52152,2001
tt0101917,"Freddy's Dead: The Final Nightmare","[""Fantasy"", ""Horror""]",4.7,52089,1991
tt0091225,"Howard the Duck","[""Action"", ""Adventure"", ""Comedy""]",4.7,51839,1986
tt1407050,"American Pie Presents: The Book of Love","[""Comedy""]",4.7,50028,2009
tt0100050,"Look Who's Talking Too","[""Comedy"", ""Family"", ""Romance""]",4.7,49306,1990
tt0240462,"Dr. Dolittle 2","[""Comedy"", ""Family"", ""Fantasy""]",4.7,47991,2001
tt3181822,"The Boy Next Door","[""Thriller""]",4.7,46526,2015
tt1114677,"Hannah Montana: The Movie","[""Comedy"", ""Drama"", ""Family""]",4.7,46433,2009
tt0113253,"Halloween: The Curse of Michael Myers","[""Horror"", ""Thriller""]",4.7,43042,1995
tt2334871,Snatched,"[""Action"", ""Adventure"", ""Comedy""]",4.7,37958,2017
tt1714209,"In the Land of Blood and Honey","[""Drama"", ""Romance"", ""War""]",4.7,34724,2011
tt0366174,"Anacondas: The Hunt for the Blood Orchid","[""Action"", ""Adventure"", ""Horror""]",4.7,34501,2004
tt7721800,Bharat,"[""Action"", ""Comedy"", ""Drama""]",4.7,32738,2019
tt0361467,"Confessions of a Teenage Drama Queen","[""Comedy"", ""Family"", ""Music""]",4.7,31864,2004
tt0454919,Pulse,"[""Horror"", ""Sci-Fi"", ""Thriller""]",4.7,31165,2006
tt0454082,"Black Christmas","[""Horror""]",4.7,31035,2006
tt0270980,"My Boss's Daughter","[""Comedy"", ""Romance""]",4.7,30861,2003
tt13610562,"The Bubble","[""Comedy""]",4.7,29069,2022
tt1729637,Bodyguard,"[""Action"", ""Comedy"", ""Drama""]",4.7,28319,2011
tt14482414,"Racket Boys","[""Comedy"", ""Drama"", ""Sport""]",4.7,28230,2021
tt14174940,Interceptor,"[""Action"", ""Adventure"", ""Drama""]",4.7,27940,2022
tt13280476,"Sins of the Father","[""Crime"", ""Drama"", ""Mystery""]",4.7,26379,2022
tt1603257,ATM,"[""Horror"", ""Mystery"", ""Thriller""]",4.7,25653,2012
tt0114825,"Vampire in Brooklyn","[""Comedy"", ""Fantasy"", ""Horror""]",4.7,25563,1995
tt9682428,"Night Swim","[""Horror"", ""Thriller""]",4.7,24426,2024
tt2828996,"A Haunted House 2","[""Comedy"", ""Fantasy"", ""Horror""]",4.7,23854,2014
tt13186604,Uglies,"[""Action"", ""Adventure"", ""Drama""]",4.7,23619,2024
tt6199572,Capone,"[""Biography"", ""Crime"", ""Drama""]",4.7,23612,2020
tt1340094,"The Crow","[""Action"", ""Crime"", ""Fantasy""]",4.7,22665,2024
tt0872230,"My Soul to Take","[""Horror"", ""Mystery"", ""Thriller""]",4.7,21869,2010
tt9173418,"Brahms: The Boy II","[""Drama"", ""Horror"", ""Mystery""]",4.7,21174,2020
tt0095889,"Poltergeist III","[""Horror"", ""Thriller""]",4.7,21049,1988
tt1935896,"The ABCs of Death","[""Comedy"", ""Horror""]",4.7,20676,2012
tt0205271,"Dr. T & the Women","[""Comedy"", ""Drama"", ""Romance""]",4.7,20396,2000
tt9067020,"The I-Land","[""Adventure"", ""Drama"", ""Mystery""]",4.7,19836,2019
tt1524575,"The Vatican Tapes","[""Horror"", ""Thriller""]",4.7,19423,2015
tt10600398,"We Can Be Heroes","[""Action"", ""Comedy"", ""Drama""]",4.7,17612,2020
tt15012366,"The Empire","[""Action"", ""Drama"", ""History""]",4.7,17297,2021
tt2124787,"Final Girl","[""Horror"", ""Thriller""]",4.7,17024,2015
tt8615822,"Occupation: Rainfall","[""Action"", ""Sci-Fi""]",4.7,15574,2020
tt7545266,"Like a Boss","[""Comedy""]",4.7,15489,2020
tt11364772,Kabzaa,"[""Action"", ""Crime"", ""Thriller""]",4.7,15426,2023
tt0246544,"The Musketeer","[""Action"", ""Adventure"", ""Romance""]",4.7,15151,2001
tt1300853,"Green Street Hooligans 2","[""Crime"", ""Drama"", ""Sport""]",4.7,14703,2009
tt5539054,"You Get Me","[""Crime"", ""Drama"", ""Mystery""]",4.7,14594,2017
tt26658104,Imaginary,"[""Horror"", ""Mystery"", ""Thriller""]",4.7,14338,2024
tt0326769,"Biker Boyz","[""Action"", ""Drama""]",4.7,14280,2003
tt0844993,"Hoodwinked Too! Hood vs. Evil","[""Adventure"", ""Animation"", ""Comedy""]",4.7,14172,2011
tt0250310,"Corky Romano","[""Comedy"", ""Crime""]",4.7,13856,2001
tt0106471,"Boxing Helena","[""Drama"", ""Mystery"", ""Romance""]",4.7,13317,1993
tt1117581,Arena,"[""Action"", ""Thriller""]",4.7,12461,2011
tt0433442,"The Return","[""Horror"", ""Mystery"", ""Thriller""]",4.7,12431,2005
tt13070038,"After Ever Happy","[""Drama"", ""Romance""]",4.7,12338,2022
tt0093278,Ishtar,"[""Action"", ""Adventure"", ""Comedy""]",4.7,12271,1987
tt27785634,"Episode #1.1","[""Comedy"", ""Drama"", ""Romance""]",4.7,11840,2023
tt0156841,"The Next Best Thing","[""Comedy"", ""Drama"", ""Romance""]",4.7,11806,2000
tt0290212,"Full Frontal","[""Comedy"", ""Romance""]",4.7,11361,2002
tt9026184,"Girl on the Third Floor","[""Drama"", ""Horror"", ""Mystery""]",4.7,11342,2019
tt0270707,"The Truth About Charlie","[""Mystery"", ""Thriller""]",4.7,11128,2002
tt0116671,"Jack Frost","[""Comedy"", ""Fantasy"", ""Horror""]",4.7,10916,1997
tt0119152,"Free Willy 3: The Rescue","[""Adventure"", ""Drama"", ""Family""]",4.7,10911,1997
tt13235822,Umma,"[""Drama"", ""Horror"", ""Mystery""]",4.7,10910,2022
tt1815708,Freelancers,"[""Action"", ""Crime"", ""Drama""]",4.7,10802,2012
tt1385912,"I Can Do Bad All by Myself","[""Comedy"", ""Drama""]",4.7,10787,2009
tt10023024,"Love Aaj Kal","[""Drama"", ""Romance""]",4.7,10754,2020
tt1391137,"Why Did I Get Married Too?","[""Comedy"", ""Drama"", ""Romance""]",4.7,10408,2010
tt1259571,"The Twilight Saga: New Moon","[""Adventure"", ""Drama"", ""Fantasy""]",4.8,304234,2009
tt1815862,"After Earth","[""Action"", ""Adventure"", ""Sci-Fi""]",4.8,211036,2013
tt0130018,"I Still Know What You Did Last Summer","[""Horror"", ""Mystery"", ""Thriller""]",4.8,80134,1998
tt0374536,Bewitched,"[""Comedy"", ""Fantasy"", ""Romance""]",4.8,76151,2005
tt0333780,"Legally Blonde 2: Red, White & Blonde","[""Comedy""]",4.8,74065,2003
tt0255798,"The Animal","[""Comedy"", ""Sci-Fi""]",4.8,64635,2001
tt1311067,"Halloween II","[""Horror""]",4.8,60835,2009
tt1572315,"Texas Chainsaw","[""Horror"", ""Thriller""]",4.8,57053,2013
tt1562871,Ra.One,"[""Action"", ""Adventure"", ""Sci-Fi""]",4.8,47637,2011
tt0421729,"Big Momma's House 2","[""Comedy"", ""Crime""]",4.8,47116,2006
tt0398913,"DOA: Dead or Alive","[""Action"", ""Adventure"", ""Mystery""]",4.8,46667,2006
tt3387542,"The Forest","[""Horror"", ""Mystery"", ""Thriller""]",4.8,46238,2016
tt0089173,"Friday the 13th: A New Beginning","[""Horror"", ""Mystery"", ""Thriller""]",4.8,45323,1985
tt3291150,"The Expendables 4","[""Action"", ""Adventure"", ""Thriller""]",4.8,45303,2023
tt0881891,"All About Steve","[""Comedy"", ""Family"", ""Romance""]",4.8,44816,2009
tt12921446,"The Exorcist: Believer","[""Horror""]",4.8,44324,2023
tt0452681,"The Santa Clause 3: The Escape Clause","[""Adventure"", ""Comedy"", ""Family""]",4.8,43141,2006
tt1265990,"The Roommate","[""Drama"", ""Horror"", ""Thriller""]",4.8,41861,2011
tt0211181,"102 Dalmatians","[""Adventure"", ""Comedy"", ""Family""]",4.8,40082,2000
tt4191580,"Meet the Blacks","[""Comedy"", ""Horror""]",4.8,38052,2016
tt0119013,"Double Team","[""Action"", ""Comedy"", ""Sci-Fi""]",4.8,37141,1997
tt0108308,"Teenage Mutant Ninja Turtles III","[""Action"", ""Adventure"", ""Comedy""]",4.8,36967,1993
tt3256226,IO,"[""Adventure"", ""Drama"", ""Sci-Fi""]",4.8,36666,2019
tt0419946,"The Marine","[""Action"", ""Comedy"", ""Drama""]",4.8,36275,2006
tt0368578,"Are We There Yet?","[""Adventure"", ""Comedy"", ""Family""]",4.8,35038,2005
tt4986098,"The Titan","[""Drama"", ""Mystery"", ""Romance""]",4.8,33848,2018
